text,clean_text,label
อย่าฝืนตัวเองในสิ่งที่ไม่มีความสุขเลยเติบโตห่วยแตกเดินทางคนใหม่ความสุข,อย่าฝืนตัวเองในสิ่งที่ไม่มีความสุขเลยเติบโตห่วยแตกเดินทางคนใหม่ความสุข,0
เจาะหูเจาะจมูกเจาะคิ้วตาปากผมในตอนนั้นดูไม่เหมือนคนเลยซักนิดในช่วงแรกผมอ้วนขึ้นมากเพราะดื่มเบียร์แต่ช่วงหลังผอมมากเพราะใช้ยาผมใช้ชีวิตเช่นนี้จนรู้สึกตัวอีกทีคำว่าเฟรชชี่ก็ได้จากผมไปเสียแล้วปีหลังจากปีได้ผ่านไปเทอมผมเดินทางกลับไปยังบ้านเกิดที่ชลบุรีอยู่ที่นั้นผมเคยมีความสุขมากที่ได้กลับบ้านเพราะมันมีที่นอนสบาย,เจาะหูเจาะจมูกเจาะคิ้วตาปากผมในตอนนั้นดูไม่เหมือนคนเลยซักนิดในช่วงแรกผมอ้วนขึ้นมากเพราะดื่มเบียร์แต่ช่วงหลังผอมมากเพราะใช้ยาผมใช้ชีวิตเช่นนี้จนรู้สึกตัวอีกทีคำว่าเฟรชชี่ก็ได้จากผมไปเสียแล้วปีหลังจากปีได้ผ่านไปเทอมผมเดินทางกลับไปยังบ้านเกิดที่ชลบุรีอยู่ที่นั้นผมเคยมีความสุขมากที่ได้กลับบ้านเพราะมันมีที่นอนสบาย,0
แนะนำให้เข้ารับการรักษาค่ะเพราะยังไงสวัสดิ์การการรักษาในต่างประเทศค่อนข้างดีแต่หากท่านมีปัญหาในการใช้ภาษาสามารถติดต่อขอความช่วยเหลือได้ที่สถานทูลหรือสถานกงสุลในถิ่นที่ท่านพำนักอยู่ได้ค่ะคนในไทยต่างแดนหรือเจ้าหน้าพร้อมที่จะช่วยเหลือคนไทยทุกคนค่ะยิ้มดรีมตั้งใจเขียนทุกบล็อกนะคะ,แนะนำให้เข้ารับการรักษาค่ะเพราะยังไงสวัสดิ์การการรักษาในต่างประเทศค่อนข้างดีแต่หากท่านมีปัญหาในการใช้ภาษาสามารถติดต่อขอความช่วยเหลือได้ที่สถานทูลหรือสถานกงสุลในถิ่นที่ท่านพำนักอยู่ได้ค่ะคนในไทยต่างแดนหรือเจ้าหน้าพร้อมที่จะช่วยเหลือคนไทยทุกคนค่ะยิ้มดรีมตั้งใจเขียนทุกบล็อกนะคะ,1
เหมือนกับที่เธอก็พยายามเติบโตเพื่อผลิบานในใจฉันแบบนี้เช่นกันเธอก้าวออกมาจากหัวใจของเธอแล้วปิดประตูด้วยรอยยิ้มตอนนี้พร้อมที่ใจดีกับโลกใบนี้ต่อไปแล้วเธอที่มีคุณค่าและสำคัญกับโลกใบนี้เธอลุกขึ้นแล้วปิดวิทยุวิ่งกลับไปในโลกที่เธอจากมาโลกแห่งความจริงที่รอคนอย่างเธอให้ก้าวเดินต่อไปในเส้นทางแห่งชีวิตที่ไม่มีที่สิ้นสุดเธอได้ทิ้งรอยเท้าที่อบอุ่นไว้ที่ผืนหญ้าแห่งนี้โลกใบนี้กำลังโลดแล่นอยู่ในดวงตาของเธอเด็กสาวผู้เป็นเจ้าของโลกทั้งใบของตัวเองหัวใจที่อบอุ่นสวนดอกไม้ในใจเธอ,เหมือนกับที่เธอก็พยายามเติบโตเพื่อผลิบานในใจฉันแบบนี้เช่นกันเธอก้าวออกมาจากหัวใจของเธอแล้วปิดประตูด้วยรอยยิ้มตอนนี้พร้อมที่ใจดีกับโลกใบนี้ต่อไปแล้วเธอที่มีคุณค่าและสำคัญกับโลกใบนี้เธอลุกขึ้นแล้วปิดวิทยุวิ่งกลับไปในโลกที่เธอจากมาโลกแห่งความจริงที่รอคนอย่างเธอให้ก้าวเดินต่อไปในเส้นทางแห่งชีวิตที่ไม่มีที่สิ้นสุดเธอได้ทิ้งรอยเท้าที่อบอุ่นไว้ที่ผืนหญ้าแห่งนี้โลกใบนี้กำลังโลดแล่นอยู่ในดวงตาของเธอเด็กสาวผู้เป็นเจ้าของโลกทั้งใบของตัวเองหัวใจที่อบอุ่นสวนดอกไม้ในใจเธอ,0
เราทนทั้งเรื่องเพื่อนเรื่องครอบครัวจนไม่ไหว,เราทนทั้งเรื่องเพื่อนเรื่องครอบครัวจนไม่ไหว,1
ฉันมองเธอผ่านหน้าต่าง,ฉันมองเธอผ่านหน้าต่าง,0
เพราะไม่แพงด้วยมั้งด้วยความรู้สึกไม่ชอบ,เพราะไม่แพงด้วยมั้งด้วยความรู้สึกไม่ชอบ,0
อารมณ์เราปกติดี,อารมณ์เราปกติดี,1
ความโศกเศร้าจะติดตามเราตลอดเป็นอาทิตย์จนส่งผลต่อพฤติกรรมความรับผิดชอบและหน้าที่การงานในที่สุด,ความโศกเศร้าจะติดตามเราตลอดเป็นอาทิตย์จนส่งผลต่อพฤติกรรมความรับผิดชอบและหน้าที่การงานในที่สุด,1
ฉันอยากเป็นคนยอมรับชีวิตได้ในทุกวันฉันเห็นสวนดอกไม้ใต้รุ้ง,ฉันอยากเป็นคนยอมรับชีวิตได้ในทุกวันฉันเห็นสวนดอกไม้ใต้รุ้ง,0
พอเราโตขึ้นเวลาส่วนตัวก็น้อยลง,พอเราโตขึ้นเวลาส่วนตัวก็น้อยลง,0
มันเสี่ยงนะพูดเยอะก็ไม่ได้ชลาลัยรับรู้ปัญหาของชุมชนผ่านข่าวสารที่แพร่สะพัดในหนังสือพิมพ์และโทรทัศน์,มันเสี่ยงนะพูดเยอะก็ไม่ได้ชลาลัยรับรู้ปัญหาของชุมชนผ่านข่าวสารที่แพร่สะพัดในหนังสือพิมพ์และโทรทัศน์,0
เราทนไม่ไหวอีกแล้ว,เราทนไม่ไหวอีกแล้ว,1
เพราะคิดว่ายังไงอีกฝ่ายต้องคิดได้สิว่าคุณต้องการอะไรอาการนี้เป็นกันเยอะมากยิ่งกับคนใกล้ตัว,เพราะคิดว่ายังไงอีกฝ่ายต้องคิดได้สิว่าคุณต้องการอะไรอาการนี้เป็นกันเยอะมากยิ่งกับคนใกล้ตัว,0
วิธีการเหล่านี้มันเวิร์คแต่มันเวิร์คในบริบทไหน,วิธีการเหล่านี้มันเวิร์คแต่มันเวิร์คในบริบทไหน,0
การเลือกจะขอความช่วยเหลือจากบ้านนั่นคือทางออกสุดท้ายเมื่อเราไม่เหลืออะไรแล้ว,การเลือกจะขอความช่วยเหลือจากบ้านนั่นคือทางออกสุดท้ายเมื่อเราไม่เหลืออะไรแล้ว,1
แบบนี้แย่,แบบนี้แย่,1
อ่อนิยายที่เราเขียนทุกเรื่องมีโทนสีเป็นของตัวเอง,อ่อนิยายที่เราเขียนทุกเรื่องมีโทนสีเป็นของตัวเอง,1
เราบอกตัวเองว่าเป็นคนล้มแล้วย่อมต้องลุกไหวแพ้บ้างไม่ตาย,เราบอกตัวเองว่าเป็นคนล้มแล้วย่อมต้องลุกไหวแพ้บ้างไม่ตาย,1
ทำไมเราจะต้องพยายามอย่างมากมาย,ทำไมเราจะต้องพยายามอย่างมากมาย,1
โชคดีที่ทำในวันศุกร์เสาร์เลยนอนพักได้พอคืนวันอาทิตย์,โชคดีที่ทำในวันศุกร์เสาร์เลยนอนพักได้พอคืนวันอาทิตย์,1
แล้วนี่คือผลที่เราควรได้รับ,แล้วนี่คือผลที่เราควรได้รับ,1
ทั้งสามคน,ทั้งสามคน,0
เพราะมันมักจะพาฉันไปตกอยู่ในความสัมพันธ์บ้าบอยุ่งเหยิงอะไรสักอย่างที่ยากจะก้าวออกมาหรือใจจริงเป็นฉันเองที่ไม่อยากจะถอยแต่ที่แน่ๆคือทุกความสัมพันธ์สร้างความเจ็บปวดและทิ้งรอยแผลไว้เสมอใครมันจะไปทนมีอะไรกับคนเดิมๆได้ตลอดวะ,เพราะมันมักจะพาฉันไปตกอยู่ในความสัมพันธ์บ้าบอยุ่งเหยิงอะไรสักอย่างที่ยากจะก้าวออกมาหรือใจจริงเป็นฉันเองที่ไม่อยากจะถอยแต่ที่แน่ๆคือทุกความสัมพันธ์สร้างความเจ็บปวดและทิ้งรอยแผลไว้เสมอใครมันจะไปทนมีอะไรกับคนเดิมๆได้ตลอดวะ,0
ไม่ได้ลำบากขนาดนั้นเสียหน่อยแต่สำหรับเราแล้ว,ไม่ได้ลำบากขนาดนั้นเสียหน่อยแต่สำหรับเราแล้ว,0
เราทำงานที่ต้องถ่ายภาพประกอบการเขียนด้วยบางชิ้น,เราทำงานที่ต้องถ่ายภาพประกอบการเขียนด้วยบางชิ้น,1
ผมต้องเผลอตัวเผลอใจแล้วกลับไปพวกเขาแน่นอน,ผมต้องเผลอตัวเผลอใจแล้วกลับไปพวกเขาแน่นอน,0
เราจึงคิดว่าเราควรบันทึกสิ่งต่างๆไว้ที่อื่นนอกจากสมองของเราที่ตอนนี้ย้ำแย่มาก,เราจึงคิดว่าเราควรบันทึกสิ่งต่างๆไว้ที่อื่นนอกจากสมองของเราที่ตอนนี้ย้ำแย่มาก,1
สิ่งต่างๆ,สิ่งต่างๆ,0
คุณจึงพยายามบอกตัวเองตลอดมาเอาไว้ว่าคุณอยู่ได้โดยไม่ต้องมีมัน,คุณจึงพยายามบอกตัวเองตลอดมาเอาไว้ว่าคุณอยู่ได้โดยไม่ต้องมีมัน,1
จิตแพทย์ก็ช่วยเรื่องพวกนี้ไม่ได้นะมีแต่เรานี่แหละที่ช่วยตัวเองได้เท่านั้น,จิตแพทย์ก็ช่วยเรื่องพวกนี้ไม่ได้นะมีแต่เรานี่แหละที่ช่วยตัวเองได้เท่านั้น,1
ช่างเอาใจ,ช่างเอาใจ,0
พอดีขึ้นก็ลุกขึ้นมาใช้ชีวิตต่อยาคงช่วยได้มากเลย,พอดีขึ้นก็ลุกขึ้นมาใช้ชีวิตต่อยาคงช่วยได้มากเลย,1
ตรงนี้เองที่ดิฉันตั้งข้อสังเกตว่าวัฒนธรรมในทวีปเอเชียค่อนข้างจะหนักไปในเรื่องของการเกี้ยวเสียมากกว่าจากข้างต้นที่ได้กล่าวไว้,ตรงนี้เองที่ดิฉันตั้งข้อสังเกตว่าวัฒนธรรมในทวีปเอเชียค่อนข้างจะหนักไปในเรื่องของการเกี้ยวเสียมากกว่าจากข้างต้นที่ได้กล่าวไว้,0
รู้สึกเหมือนคนรอบตัวทำกับเราเหมือนแค่เป็นตุ๊กตาเป็นหุ่นยนต์ที่ต้องทำตามความคาดหวังคนอื่น,รู้สึกเหมือนคนรอบตัวทำกับเราเหมือนแค่เป็นตุ๊กตาเป็นหุ่นยนต์ที่ต้องทำตามความคาดหวังคนอื่น,1
เราหาความสุขได้ง่ายมากๆเมื่อไหร่นะที่จะเป็นแบบนั้นอีก,เราหาความสุขได้ง่ายมากๆเมื่อไหร่นะที่จะเป็นแบบนั้นอีก,0
เราก็นั่งคิด,เราก็นั่งคิด,1
แต่ด้วยประสบการณ์ส่วนตัว,แต่ด้วยประสบการณ์ส่วนตัว,1
เห็นของจำนวนมากผ่านตาสักสิบนาทีผมจะเริ่มหัวหมุนหมดแรงแล้วครับ,เห็นของจำนวนมากผ่านตาสักสิบนาทีผมจะเริ่มหัวหมุนหมดแรงแล้วครับ,1
แม้ว่าเธอจะเคยผิดหวังมาก็ตาม,แม้ว่าเธอจะเคยผิดหวังมาก็ตาม,0
อยากติดอยู่ในที่แห่งนี้นานๆโลกของคุณช่างแตกต่าง,อยากติดอยู่ในที่แห่งนี้นานๆโลกของคุณช่างแตกต่าง,0
มีอีกอย่างที่เป็นบทพิสูจน์ว่าเราน่าจะแข็งแรงมีสติขึ้นคือเราถ่ายเป็นเลือดปนมาสองวันละแต่เป็นบางครั้งเท่านั้น,มีอีกอย่างที่เป็นบทพิสูจน์ว่าเราน่าจะแข็งแรงมีสติขึ้นคือเราถ่ายเป็นเลือดปนมาสองวันละแต่เป็นบางครั้งเท่านั้น,1
ตอนนี้ก็เลยตกอยู่ก้นหลุมอีกแล้ว,ตอนนี้ก็เลยตกอยู่ก้นหลุมอีกแล้ว,1
แค่คิดก็ตื่นเต้น,แค่คิดก็ตื่นเต้น,1
มันก็คือกระป๋องนมเมจิรุ่นวินเทจถ้าใครเกิดทันก็เม้นบอกกันได้นะคะว่าปีไหน,มันก็คือกระป๋องนมเมจิรุ่นวินเทจถ้าใครเกิดทันก็เม้นบอกกันได้นะคะว่าปีไหน,0
เมื่อความรู้สึกดิ่งลงถึงจุดที่จู่ๆก็ทนไม่ได้อีกต่อไป,เมื่อความรู้สึกดิ่งลงถึงจุดที่จู่ๆก็ทนไม่ได้อีกต่อไป,1
สำหรับผมมักจะเป็นการตีหัวตัวเอง,สำหรับผมมักจะเป็นการตีหัวตัวเอง,1
ไม่เห็นจะน่ากลัวจนวันนี้ไม่่่รู้ว่าเราอยากเข้าใจลึกซึ้้งในจิตวิทยา,ไม่เห็นจะน่ากลัวจนวันนี้ไม่่่รู้ว่าเราอยากเข้าใจลึกซึ้้งในจิตวิทยา,1
รสหวานๆเคี้ยวกรุบกรอบทำให้มีสติขึ้นมาได้,รสหวานๆเคี้ยวกรุบกรอบทำให้มีสติขึ้นมาได้,1
ไม่มีใครหยุดรอ,ไม่มีใครหยุดรอ,0
ตื่นเช้าไปจ่ายตลาดทำอาหารทำขนม,ตื่นเช้าไปจ่ายตลาดทำอาหารทำขนม,1
เร่งเร้าให้เรารู้สึกว่าต้องรีบหยุดยั้งฆาตกรรมสะเทือนขวัญให้ได้ก่อนที่มันจะได้เหยื่อไปมากกว่านี้ถ้าไม่พูดเรื่องการทรมานก็ดูจะขาดตกบกพร่องไปสมคำโฆษณาไม่เหมาะกับคนขวัญอ่อนที่จริงนี่เป็นส่วนที่หลายๆคนร่ำลือกันไว้,เร่งเร้าให้เรารู้สึกว่าต้องรีบหยุดยั้งฆาตกรรมสะเทือนขวัญให้ได้ก่อนที่มันจะได้เหยื่อไปมากกว่านี้ถ้าไม่พูดเรื่องการทรมานก็ดูจะขาดตกบกพร่องไปสมคำโฆษณาไม่เหมาะกับคนขวัญอ่อนที่จริงนี่เป็นส่วนที่หลายๆคนร่ำลือกันไว้,0
ฉบับที่เพื่อนนี่ถามว่าเบื่ออาหารประมาณไหน,ฉบับที่เพื่อนนี่ถามว่าเบื่ออาหารประมาณไหน,1
เพื่อนของฉันคือโรคซึมเศร้าคุณเคยรำคาญใครโดยไม่มีเหตุผลไหมคะรำคาญอยู่แค่คนๆนี้คนเดียวไม่รู้ว่าเพราะอะไร,เพื่อนของฉันคือโรคซึมเศร้าคุณเคยรำคาญใครโดยไม่มีเหตุผลไหมคะรำคาญอยู่แค่คนๆนี้คนเดียวไม่รู้ว่าเพราะอะไร,1
ถ้าจะเอาต้องไปขอและมีค่าใช้จ่ายเพิ่มไม่อ่อนโยนกับต่างชาติเลย,ถ้าจะเอาต้องไปขอและมีค่าใช้จ่ายเพิ่มไม่อ่อนโยนกับต่างชาติเลย,0
รอยยิ้มนั้นก็เปี่ยมด้วยชีวิตชีวาก็ต้องลองดูครับ,รอยยิ้มนั้นก็เปี่ยมด้วยชีวิตชีวาก็ต้องลองดูครับ,0
เพียงแต่พวกเขาเชื่อในพระเจ้าในรูปแบบที่ใช้หลักเหตุผลในการนำ,เพียงแต่พวกเขาเชื่อในพระเจ้าในรูปแบบที่ใช้หลักเหตุผลในการนำ,0
ปัญหาในชีวิตจะเกิดขึ้นมาเยอะมาก,ปัญหาในชีวิตจะเกิดขึ้นมาเยอะมาก,0
แน่นอนว่ามันไม่มีทางช่วยให้ผมดีขึ้นถ้ามันยังอยู่ตรงนั้นจากเดิมที่ผมลืมเธอไม่ได้,แน่นอนว่ามันไม่มีทางช่วยให้ผมดีขึ้นถ้ามันยังอยู่ตรงนั้นจากเดิมที่ผมลืมเธอไม่ได้,0
ถ้าจะต้มน้ำกระท่อมอย่าลืมชวนหมอก่อนขอยาแก้ไอนะฮะหยอกๆๆหมอคนไข้โรงพยาบาลยาแก้ไอกระท่อมใบกระท่อมผู้ป่วยเรื่องเล่า,ถ้าจะต้มน้ำกระท่อมอย่าลืมชวนหมอก่อนขอยาแก้ไอนะฮะหยอกๆๆหมอคนไข้โรงพยาบาลยาแก้ไอกระท่อมใบกระท่อมผู้ป่วยเรื่องเล่า,0
ฉันมองไม่เห็นใครเลยไม่ว่าจะเป็นตอนนี้หรือตอนไหนก็อยากเห็นแค่เธอไม่จำเป็นต้องมีประกายแสงสว่างสะท้อนมาจากด้านหลังแค่เป็นเธอก็โดดเด่น,ฉันมองไม่เห็นใครเลยไม่ว่าจะเป็นตอนนี้หรือตอนไหนก็อยากเห็นแค่เธอไม่จำเป็นต้องมีประกายแสงสว่างสะท้อนมาจากด้านหลังแค่เป็นเธอก็โดดเด่น,0
เราพูดถึงสิ่งต่างๆระหว่างเรากับเขามากจนแฟนซึ่งมีสถานะคบๆเลิกๆ,เราพูดถึงสิ่งต่างๆระหว่างเรากับเขามากจนแฟนซึ่งมีสถานะคบๆเลิกๆ,1
เมื่อประมาณต้นเดือนกุมภาพันธ์เราได้ไปดูหนังเรื่องหนึ่งที่มีชื่อว่าวอนเธอตอนแรกก็เฉยๆ,เมื่อประมาณต้นเดือนกุมภาพันธ์เราได้ไปดูหนังเรื่องหนึ่งที่มีชื่อว่าวอนเธอตอนแรกก็เฉยๆ,0
เหมือนกับเรื่องที่กำลังเกิดขึ้นตอนนี้,เหมือนกับเรื่องที่กำลังเกิดขึ้นตอนนี้,0
แต่ผมก็อดสงสัยไม่ได้ว่าตัวผมเข้าข่ายภาวะแมเนียหรือเปล่ารวมถึงช่วงที่กินยาแรกๆที่ผมไฮเปอร์ขาดความยับยั้งชั่งใจ,แต่ผมก็อดสงสัยไม่ได้ว่าตัวผมเข้าข่ายภาวะแมเนียหรือเปล่ารวมถึงช่วงที่กินยาแรกๆที่ผมไฮเปอร์ขาดความยับยั้งชั่งใจ,1
ผมขอโอบกอดเอาไว้ทุกความโศกเศร้าที่ก่อตัวสูงเทียบเท่าภูเขาหิมาลัยผมยินดีให้เธอพักพิงทิ้งน้ำตาท่วมท้นมหาสมุทรนั่นมาบนบ่าและภาวนาให้เธออย่าเสียใจอีกเลย,ผมขอโอบกอดเอาไว้ทุกความโศกเศร้าที่ก่อตัวสูงเทียบเท่าภูเขาหิมาลัยผมยินดีให้เธอพักพิงทิ้งน้ำตาท่วมท้นมหาสมุทรนั่นมาบนบ่าและภาวนาให้เธออย่าเสียใจอีกเลย,0
ไม่คิดมาก,ไม่คิดมาก,1
การที่เราเห็นใครทุกวันและวันหนึ่งไม่มีมันก็เคว้งคว้างนะตอนเลิกกับแฟนยังรู้สึกได้เลยกับคนที่ต้องเจอกันบ่อยแบบนี้เราจะไม่มีพันธะทางอารมณ์เลยเหรอ,การที่เราเห็นใครทุกวันและวันหนึ่งไม่มีมันก็เคว้งคว้างนะตอนเลิกกับแฟนยังรู้สึกได้เลยกับคนที่ต้องเจอกันบ่อยแบบนี้เราจะไม่มีพันธะทางอารมณ์เลยเหรอ,1
อยากเป็นครูเป็นพยาบาล,อยากเป็นครูเป็นพยาบาล,0
ฉันจะเรียนรู้เรื่องนี้ได้เสียทีเราไม่มีทางรู้เลยว่าเราจะเขียนหนังสือได้อีกสักกี่เล่มจะเป็นหนังสือที่ดีพร้อมได้แค่ไหน,ฉันจะเรียนรู้เรื่องนี้ได้เสียทีเราไม่มีทางรู้เลยว่าเราจะเขียนหนังสือได้อีกสักกี่เล่มจะเป็นหนังสือที่ดีพร้อมได้แค่ไหน,0
หลายครั้งที่ฉันรู้สึกชอบและปลาบปลื้มความคิดและผลงานของเขา,หลายครั้งที่ฉันรู้สึกชอบและปลาบปลื้มความคิดและผลงานของเขา,1
ไปให้ไกล,ไปให้ไกล,1
จะมีเพื่อนมาเพิ่มอีกสาม,จะมีเพื่อนมาเพิ่มอีกสาม,1
ฉันเพียงแค่แวะมาบอกว่าฉันสบายดี,ฉันเพียงแค่แวะมาบอกว่าฉันสบายดี,1
บันทึกบำบัดตอนมนุษย์ต้องการสิ่งที่มนุษย์ต้องการ,บันทึกบำบัดตอนมนุษย์ต้องการสิ่งที่มนุษย์ต้องการ,1
ดังนั้นจึงอธิบายยากครับ,ดังนั้นจึงอธิบายยากครับ,1
เอาเป็นว่าจะเล่าย้อนกลับไปที่วันพฤหัสบดีละกันวันพฤหัสบดีเป็นวันที่นัดกับเพื่อนที่เป็นติวเตอร์มาติววิชาอังกฤษ,เอาเป็นว่าจะเล่าย้อนกลับไปที่วันพฤหัสบดีละกันวันพฤหัสบดีเป็นวันที่นัดกับเพื่อนที่เป็นติวเตอร์มาติววิชาอังกฤษ,0
ยอมแลกเมืองกับประชาชนในเมืองกับชัยชนะในอนาคตเพื่อจบสงครามที่คร่าชีวิตผู้คนจำนวนมากเชอร์ชิลเลือกอย่างหลังเราทำได้ทั้งประณามและสรรเสริญเชอร์ชิลเช่นเดียวกันกับลาร์สค็อคบทละครมีตอนจบแบบพิพากษาว่าค็อคมีความผิดและยกฟ้อง,ยอมแลกเมืองกับประชาชนในเมืองกับชัยชนะในอนาคตเพื่อจบสงครามที่คร่าชีวิตผู้คนจำนวนมากเชอร์ชิลเลือกอย่างหลังเราทำได้ทั้งประณามและสรรเสริญเชอร์ชิลเช่นเดียวกันกับลาร์สค็อคบทละครมีตอนจบแบบพิพากษาว่าค็อคมีความผิดและยกฟ้อง,0
โดยความเข้มข้นของสารตะกั่วที่เราวัดได้คือมิลลิกรัมต่อลิตร,โดยความเข้มข้นของสารตะกั่วที่เราวัดได้คือมิลลิกรัมต่อลิตร,0
เราจะบอกหมอยังไงดีเมื่อตอนแรกเหมือนดูดีขึ้นแต่เรากลับทำแบบนี้อีกแล้ว,เราจะบอกหมอยังไงดีเมื่อตอนแรกเหมือนดูดีขึ้นแต่เรากลับทำแบบนี้อีกแล้ว,1
อดทนรอด่านศุลกากรและเวลาบนเครื่องบินทั้งสองขาที่ยาวนาน,อดทนรอด่านศุลกากรและเวลาบนเครื่องบินทั้งสองขาที่ยาวนาน,0
ได้โปรดอย่าให้ความซื่อสัตย์นี้เปล่าประโยชน์,ได้โปรดอย่าให้ความซื่อสัตย์นี้เปล่าประโยชน์,0
จนมีโอกาสได้แลกเปลี่ยนมุมมองและนัดกันที่พาราก้อน,จนมีโอกาสได้แลกเปลี่ยนมุมมองและนัดกันที่พาราก้อน,1
มันก็รู้สึกดีกว่ามวนที่เป็นเวลาช่วงโมงเช้าเกือบโมงอากาศเย็นกำลังดี,มันก็รู้สึกดีกว่ามวนที่เป็นเวลาช่วงโมงเช้าเกือบโมงอากาศเย็นกำลังดี,0
ขอให้เราทั้งสองเป็นรอยยิ้มให้กันได้เสมอลองกดเข้าไปฟังตามลิงค์นี้ดูนะ,ขอให้เราทั้งสองเป็นรอยยิ้มให้กันได้เสมอลองกดเข้าไปฟังตามลิงค์นี้ดูนะ,0
ในห้องของตัวเอง,ในห้องของตัวเอง,0
ถ้าเค้ารักมึงจริงเค้ากลับมาตั้งนานแล้ว,ถ้าเค้ารักมึงจริงเค้ากลับมาตั้งนานแล้ว,0
ตั้งหมวดหมู่ได้แต่ความผสมผสานกันของสิ่งมีชีวิตและเครื่องจักรนั้นจะเรียกว่าสิ่งใดจึงเป็นคำถามที่ท้าทายแนวคิดยุคสมัยใหม่และวาทกรรมดั้งเดิมในสังคมเป็นอย่างมากนอกจากนี้ยังสามารถเห็นถึงแนวคิดโต้กลับและต่อต้านประเทศเจ้าอาณานิคมผ่านการดัดแปลงร่างกายของหยานโดยฝีมือการซ่อมแซมของเหลียง,ตั้งหมวดหมู่ได้แต่ความผสมผสานกันของสิ่งมีชีวิตและเครื่องจักรนั้นจะเรียกว่าสิ่งใดจึงเป็นคำถามที่ท้าทายแนวคิดยุคสมัยใหม่และวาทกรรมดั้งเดิมในสังคมเป็นอย่างมากนอกจากนี้ยังสามารถเห็นถึงแนวคิดโต้กลับและต่อต้านประเทศเจ้าอาณานิคมผ่านการดัดแปลงร่างกายของหยานโดยฝีมือการซ่อมแซมของเหลียง,0
ฉันจะสู้ต่อไป,ฉันจะสู้ต่อไป,0
บางครั้งเราสงสัย,บางครั้งเราสงสัย,1
ไม่อยากเป็นภาระใครมต้องเข้มแข็งต้องสู้ทั้งที่ใจแบกรับอะไรไม่ไหวแล้วค่ะเจอแต่เรื่องกระทบกระเทือนใจในชีวิต,ไม่อยากเป็นภาระใครมต้องเข้มแข็งต้องสู้ทั้งที่ใจแบกรับอะไรไม่ไหวแล้วค่ะเจอแต่เรื่องกระทบกระเทือนใจในชีวิต,1
ความรู้สึกพะอืดพะอมพร้อมอาเจียนลำไส้บิดตัวดิ้นพร่านส่งเสียงโครกครากอยู่ในท้องฉัน,ความรู้สึกพะอืดพะอมพร้อมอาเจียนลำไส้บิดตัวดิ้นพร่านส่งเสียงโครกครากอยู่ในท้องฉัน,1
เราแค่เดินทางไปพร้อมกับคิดว่าพวกเราจะถึงกี่โมง,เราแค่เดินทางไปพร้อมกับคิดว่าพวกเราจะถึงกี่โมง,0
ครั้งหนึ่งกอดอกไม้แสนงามนั้นเคยเป็นร่างบางระหงของพี่สาวเขา,ครั้งหนึ่งกอดอกไม้แสนงามนั้นเคยเป็นร่างบางระหงของพี่สาวเขา,0
เราคิดว่าความฝันเกิดมาจากจิตใต้สำนึกของเราเราคิดอย่างนั้นนะ,เราคิดว่าความฝันเกิดมาจากจิตใต้สำนึกของเราเราคิดอย่างนั้นนะ,1
เราอยู่ในช่วงกลางของวัยยี่สิบ,เราอยู่ในช่วงกลางของวัยยี่สิบ,1
มันก็ใกล้เหลือเกิ๊นจุ๊ๆๆแต่เราโอเค,มันก็ใกล้เหลือเกิ๊นจุ๊ๆๆแต่เราโอเค,1
ผมบอกให้เมี่ยงเล่นแบบแบ็คอัพ,ผมบอกให้เมี่ยงเล่นแบบแบ็คอัพ,0
ต่างจากฉันที่เป็นเหมือนดวงจันทร์นำความมืดมิดมาสู่โลก,ต่างจากฉันที่เป็นเหมือนดวงจันทร์นำความมืดมิดมาสู่โลก,0
เด็กชายที่มีนัยน์ตาแห่งฤดูฝนเจ้าของความเศร้าโศกทั้งหมดในโลก,เด็กชายที่มีนัยน์ตาแห่งฤดูฝนเจ้าของความเศร้าโศกทั้งหมดในโลก,0
จะหลายเป็นหนองตะขาบแทนสินะหลังจากนั้นพอชีวิตหลุดตารางที่คาดคิดไว้เราก็หงุดหงิด,จะหลายเป็นหนองตะขาบแทนสินะหลังจากนั้นพอชีวิตหลุดตารางที่คาดคิดไว้เราก็หงุดหงิด,1
ครั้งที่สอง,ครั้งที่สอง,1
พวกคนที่ใส่หน้ากากต่อกัน,พวกคนที่ใส่หน้ากากต่อกัน,0
สิ่งที่ได้ทราบคือเพื่อนรดน้ำต้นไม้ที่บ้านชั้นแล้วตกลงมาหัวฟาดพื้นเสียชีวิต,สิ่งที่ได้ทราบคือเพื่อนรดน้ำต้นไม้ที่บ้านชั้นแล้วตกลงมาหัวฟาดพื้นเสียชีวิต,1
เเล้วดูให้ด้วยว่าเขาทำไครโอนิกส์ทำไมวันรุ่งขึ้นจอห์นตื่นขึ้นมา,เเล้วดูให้ด้วยว่าเขาทำไครโอนิกส์ทำไมวันรุ่งขึ้นจอห์นตื่นขึ้นมา,0
บันทึกชุดนี้ตั้งใจว่าจะบันทึกอาการต่างๆที่เกิดขึ้นในแต่ละวันนับจากรักษาใหม่ครั้งนี้,บันทึกชุดนี้ตั้งใจว่าจะบันทึกอาการต่างๆที่เกิดขึ้นในแต่ละวันนับจากรักษาใหม่ครั้งนี้,1
สิ่งที่มีอิทธิพลของชีวิต,สิ่งที่มีอิทธิพลของชีวิต,0
